Component Pins:
Owner   Type  Dir         Value  Name
    24  bit   IN          FALSE  lcec.0.Meca500.ctrl.home
    24  bit   IN          FALSE  lcec.0.Meca500.ctrl.reset-errror
    24  bit   IN          FALSE  lcec.0.Meca500.ctrl.sim-mode
    24  float OUT      20.90767  lcec.0.Meca500.encoder.a1 ==> a1-pos-fb
    24  float OUT       49.3575  lcec.0.Meca500.encoder.a2 ==> a2-pos-fb
    24  float OUT      18.08017  lcec.0.Meca500.encoder.a3 ==> a3-pos-fb
    24  float OUT      10.03293  lcec.0.Meca500.encoder.a4 ==> a4-pos-fb
    24  float OUT      -92.1569  lcec.0.Meca500.encoder.a5 ==> a5-pos-fb
    24  float OUT     -6.059483  lcec.0.Meca500.encoder.a6 ==> a6-pos-fb
    24  bit   IN          FALSE  lcec.0.Meca500.motion.clear-move
    24  u32   IN     0x00000000  lcec.0.Meca500.motion.move-id
    24  bit   IN          FALSE  lcec.0.Meca500.motion.pause
    24  bit   IN          FALSE  lcec.0.Meca500.motion.reset-pstop
    24  bit   IN           TRUE  lcec.0.Meca500.motion.set-point
    24  float OUT      234.3088  lcec.0.Meca500.pose.a1
    24  float OUT       76.4645  lcec.0.Meca500.pose.a2
    24  float OUT      155.5568  lcec.0.Meca500.pose.a3
    24  float OUT     -20.78513  lcec.0.Meca500.pose.a4
    24  float OUT      63.83162  lcec.0.Meca500.pose.a5
    24  float OUT      21.07238  lcec.0.Meca500.pose.a6
    24  bit   OUT          TRUE  lcec.0.Meca500.slave-online
    24  bit   OUT          TRUE  lcec.0.Meca500.slave-oper
    24  bit   OUT         FALSE  lcec.0.Meca500.slave-state-init
    24  bit   OUT          TRUE  lcec.0.Meca500.slave-state-op
    24  bit   OUT         FALSE  lcec.0.Meca500.slave-state-preop
    24  bit   OUT         FALSE  lcec.0.Meca500.slave-state-safeop
    24  bit   OUT          TRUE  lcec.0.Meca500.status.activated
    24  bit   OUT         FALSE  lcec.0.Meca500.status.busy
    24  u32   OUT    0x00000000  lcec.0.Meca500.status.check-point
    24  bit   OUT         FALSE  lcec.0.Meca500.status.cleared
    24  bit   OUT         FALSE  lcec.0.Meca500.status.eob
    24  bit   OUT          TRUE  lcec.0.Meca500.status.eom
    24  u32   OUT    0x00000000  lcec.0.Meca500.status.error
    24  bit   OUT         FALSE  lcec.0.Meca500.status.excessive-torqe
    24  u32   OUT    0x000032C8  lcec.0.Meca500.status.fifo-space
    24  bit   OUT          TRUE  lcec.0.Meca500.status.homed
    24  u32   OUT    0x00000000  lcec.0.Meca500.status.move-id
    24  bit   OUT         FALSE  lcec.0.Meca500.status.paused
    24  bit   OUT         FALSE  lcec.0.Meca500.status.pstop
    24  bit   OUT         FALSE  lcec.0.Meca500.status.sim-activated
    24  float OUT             0  lcec.0.Meca500.torque.a1
    24  float OUT             0  lcec.0.Meca500.torque.a2
    24  float OUT             0  lcec.0.Meca500.torque.a3
    24  float OUT             0  lcec.0.Meca500.torque.a4
    24  float OUT             0  lcec.0.Meca500.torque.a5
    24  float OUT             0  lcec.0.Meca500.torque.a6
    24  float IN              0  lcec.0.Meca500.vel-cmd.a1 <== a1-output
    24  float IN              0  lcec.0.Meca500.vel-cmd.a2 <== a2-output
    24  float IN              0  lcec.0.Meca500.vel-cmd.a3 <== a3-output
    24  float IN              0  lcec.0.Meca500.vel-cmd.a4 <== a4-output
    24  float IN              0  lcec.0.Meca500.vel-cmd.a5 <== a5-output
    24  float IN              0  lcec.0.Meca500.vel-cmd.a6 <== a6-output
    24  u32   IN     0x00000015  lcec.0.Meca500.vel-command
    24  float OUT             0  lcec.0.Meca500.velocity.a1 ==> a1-vel-fb
    24  float OUT             0  lcec.0.Meca500.velocity.a2 ==> a2-vel-fb
    24  float OUT             0  lcec.0.Meca500.velocity.a3 ==> a3-vel-fb
    24  float OUT             0  lcec.0.Meca500.velocity.a4 ==> a4-vel-fb
    24  float OUT             0  lcec.0.Meca500.velocity.a5 ==> a5-vel-fb
    24  float OUT             0  lcec.0.Meca500.velocity.a6 ==> a6-vel-fb
    24  bit   OUT          TRUE  lcec.0.all-op
    24  bit   OUT          TRUE  lcec.0.link-up
    24  s32   OUT             0  lcec.0.pll-err
    24  s32   OUT             0  lcec.0.pll-out
    24  u32   OUT    0x00000000  lcec.0.pll-reset-count
    24  s32   OUT             0  lcec.0.read.time
    24  u32   OUT    0x00000001  lcec.0.slaves-responding
    24  bit   OUT         FALSE  lcec.0.state-init
    24  bit   OUT          TRUE  lcec.0.state-op
    24  bit   OUT         FALSE  lcec.0.state-preop
    24  bit   OUT         FALSE  lcec.0.state-safeop
    24  s32   OUT             0  lcec.0.write.time
    24  bit   OUT          TRUE  lcec.all-op
    21  u32   OUT    0x00000001  lcec.conf.master-count
    21  u32   OUT    0x00000001  lcec.conf.slave-count
    24  bit   OUT          TRUE  lcec.link-up
    24  s32   OUT         12518  lcec.read-all.time
    24  u32   OUT    0x00000001  lcec.slaves-responding
    24  bit   OUT         FALSE  lcec.state-init
    24  bit   OUT          TRUE  lcec.state-op
    24  bit   OUT         FALSE  lcec.state-preop
    24  bit   OUT         FALSE  lcec.state-safeop
    24  s32   OUT         22148  lcec.write-all.time
    30  s32   OUT           296  motion-command-handler.time
    30  s32   OUT          8278  motion-controller.time
    30  float IN              1  motion.adaptive-feed
    30  float IN              0  motion.analog-in-00
    30  float IN              0  motion.analog-in-01
    30  float IN              0  motion.analog-in-02
    30  float IN              0  motion.analog-in-03
    30  float OUT             0  motion.analog-out-00
    30  float OUT             0  motion.analog-out-01
    30  float OUT             0  motion.analog-out-02
    30  float OUT             0  motion.analog-out-03
    30  bit   OUT         FALSE  motion.coord-error
    30  bit   OUT         FALSE  motion.coord-mode
    30  float OUT             0  motion.current-vel
    30  bit   IN          FALSE  motion.digital-in-00
    30  bit   IN          FALSE  motion.digital-in-01
    30  bit   IN          FALSE  motion.digital-in-02
    30  bit   IN          FALSE  motion.digital-in-03
    30  bit   OUT         FALSE  motion.digital-out-00
    30  bit   OUT         FALSE  motion.digital-out-01
    30  bit   OUT         FALSE  motion.digital-out-02
    30  bit   OUT         FALSE  motion.digital-out-03
    30  float OUT             0  motion.distance-to-go
    30  bit   IN           TRUE  motion.enable
    30  bit   OUT         FALSE  motion.eoffset-active
    30  bit   OUT         FALSE  motion.eoffset-limited
    30  bit   IN          FALSE  motion.feed-hold
    30  float OUT             0  motion.feed-inches-per-minute
    30  float OUT             0  motion.feed-inches-per-second
    30  bit   IN          FALSE  motion.feed-inhibit
    30  float OUT             0  motion.feed-mm-per-minute
    30  float OUT             0  motion.feed-mm-per-second
    30  float OUT             0  motion.feed-upm
    30  bit   IN          FALSE  motion.homing-inhibit
    30  bit   OUT          TRUE  motion.in-position
    30  bit   OUT         FALSE  motion.is-all-homed
    30  bit   IN          FALSE  motion.jog-inhibit
    30  bit   OUT         FALSE  motion.jog-is-active
    30  bit   OUT         FALSE  motion.motion-enabled
    30  s32   OUT             0  motion.motion-type
    30  bit   OUT         FALSE  motion.on-soft-limit
    30  bit   IN          FALSE  motion.probe-input
    30  s32   OUT             0  motion.program-line
    30  float OUT             0  motion.requested-vel
    30  u32   OUT    0x000F450B  motion.servo.last-period
    30  float IN              0  motion.switchkins-type
    30  bit   OUT         FALSE  motion.teleop-mode
    30  float OUT             0  motion.tooloffset.a
    30  float OUT             0  motion.tooloffset.b
    30  float OUT             0  motion.tooloffset.c
    30  float OUT             0  motion.tooloffset.u
    30  float OUT             0  motion.tooloffset.v
    30  float OUT             0  motion.tooloffset.w
    30  float OUT             0  motion.tooloffset.x
    30  float OUT             0  motion.tooloffset.y
    30  float OUT             0  motion.tooloffset.z
    30  bit   OUT         FALSE  motion.tp-reverse
    34  float IN              0  pid.a1.Dgain
    34  float IN              1  pid.a1.FF0
    34  float IN              0  pid.a1.FF1
    34  float IN              0  pid.a1.FF2
    34  float IN              0  pid.a1.FF3
    34  float IN              0  pid.a1.Igain
    34  float IN              5  pid.a1.Pgain
    34  float IN              0  pid.a1.bias
    34  float IN       20.90767  pid.a1.command <== a1-pos-cmd
    34  float IN              0  pid.a1.command-deriv <== a1-vel-cmd
    34  float IN              0  pid.a1.deadband
    34  s32   OUT           389  pid.a1.do-pid-calcs.time
    34  bit   IN          FALSE  pid.a1.enable <== a1-enable
    34  float OUT             0  pid.a1.error
    34  bit   IN           TRUE  pid.a1.error-previous-target
    34  float IN       20.90767  pid.a1.feedback <== a1-pos-fb
    34  float IN              0  pid.a1.feedback-deriv <== a1-vel-fb
    34  bit   IN          FALSE  pid.a1.index-enable <== a1-index-enable
    34  float IN              0  pid.a1.maxcmdD
    34  float IN              0  pid.a1.maxcmdDD
    34  float IN              0  pid.a1.maxcmdDDD
    34  float IN         0.0005  pid.a1.maxerror
    34  float IN              0  pid.a1.maxerrorD
    34  float IN              0  pid.a1.maxerrorI
    34  float IN              0  pid.a1.maxoutput
    34  float OUT             0  pid.a1.output ==> a1-output
    34  bit   OUT         FALSE  pid.a1.saturated
    34  s32   OUT             0  pid.a1.saturated-count
    34  float OUT             0  pid.a1.saturated-s
    34  float IN              0  pid.a2.Dgain
    34  float IN              1  pid.a2.FF0
    34  float IN              0  pid.a2.FF1
    34  float IN              0  pid.a2.FF2
    34  float IN              0  pid.a2.FF3
    34  float IN              0  pid.a2.Igain
    34  float IN              5  pid.a2.Pgain
    34  float IN              0  pid.a2.bias
    34  float IN        49.3575  pid.a2.command <== a2-pos-cmd
    34  float IN              0  pid.a2.command-deriv <== a2-vel-cmd
    34  float IN              0  pid.a2.deadband
    34  s32   OUT           444  pid.a2.do-pid-calcs.time
    34  bit   IN          FALSE  pid.a2.enable <== a2-enable
    34  float OUT             0  pid.a2.error
    34  bit   IN           TRUE  pid.a2.error-previous-target
    34  float IN        49.3575  pid.a2.feedback <== a2-pos-fb
    34  float IN              0  pid.a2.feedback-deriv <== a2-vel-fb
    34  bit   IN          FALSE  pid.a2.index-enable <== a2-index-enable
    34  float IN              0  pid.a2.maxcmdD
    34  float IN              0  pid.a2.maxcmdDD
    34  float IN              0  pid.a2.maxcmdDDD
    34  float IN         0.0005  pid.a2.maxerror
    34  float IN              0  pid.a2.maxerrorD
    34  float IN              0  pid.a2.maxerrorI
    34  float IN              0  pid.a2.maxoutput
    34  float OUT             0  pid.a2.output ==> a2-output
    34  bit   OUT         FALSE  pid.a2.saturated
    34  s32   OUT             0  pid.a2.saturated-count
    34  float OUT             0  pid.a2.saturated-s
    34  float IN              0  pid.a3.Dgain
    34  float IN              1  pid.a3.FF0
    34  float IN              0  pid.a3.FF1
    34  float IN              0  pid.a3.FF2
    34  float IN              0  pid.a3.FF3
    34  float IN              0  pid.a3.Igain
    34  float IN              5  pid.a3.Pgain
    34  float IN              0  pid.a3.bias
    34  float IN       18.08017  pid.a3.command <== a3-pos-cmd
    34  float IN              0  pid.a3.command-deriv <== a3-vel-cmd
    34  float IN              0  pid.a3.deadband
    34  s32   OUT           408  pid.a3.do-pid-calcs.time
    34  bit   IN          FALSE  pid.a3.enable <== a3-enable
    34  float OUT             0  pid.a3.error
    34  bit   IN           TRUE  pid.a3.error-previous-target
    34  float IN       18.08017  pid.a3.feedback <== a3-pos-fb
    34  float IN              0  pid.a3.feedback-deriv <== a3-vel-fb
    34  bit   IN          FALSE  pid.a3.index-enable <== a3-index-enable
    34  float IN              0  pid.a3.maxcmdD
    34  float IN              0  pid.a3.maxcmdDD
    34  float IN              0  pid.a3.maxcmdDDD
    34  float IN         0.0005  pid.a3.maxerror
    34  float IN              0  pid.a3.maxerrorD
    34  float IN              0  pid.a3.maxerrorI
    34  float IN              0  pid.a3.maxoutput
    34  float OUT             0  pid.a3.output ==> a3-output
    34  bit   OUT         FALSE  pid.a3.saturated
    34  s32   OUT             0  pid.a3.saturated-count
    34  float OUT             0  pid.a3.saturated-s
    34  float IN              0  pid.a4.Dgain
    34  float IN              1  pid.a4.FF0
    34  float IN              0  pid.a4.FF1
    34  float IN              0  pid.a4.FF2
    34  float IN              0  pid.a4.FF3
    34  float IN              0  pid.a4.Igain
    34  float IN              5  pid.a4.Pgain
    34  float IN              0  pid.a4.bias
    34  float IN       10.03293  pid.a4.command <== a4-pos-cmd
    34  float IN              0  pid.a4.command-deriv <== a4-vel-cmd
    34  float IN              0  pid.a4.deadband
    34  s32   OUT           278  pid.a4.do-pid-calcs.time
    34  bit   IN          FALSE  pid.a4.enable <== a4-enable
    34  float OUT             0  pid.a4.error
    34  bit   IN           TRUE  pid.a4.error-previous-target
    34  float IN       10.03293  pid.a4.feedback <== a4-pos-fb
    34  float IN              0  pid.a4.feedback-deriv <== a4-vel-fb
    34  bit   IN          FALSE  pid.a4.index-enable <== a4-index-enable
    34  float IN              0  pid.a4.maxcmdD
    34  float IN              0  pid.a4.maxcmdDD
    34  float IN              0  pid.a4.maxcmdDDD
    34  float IN         0.0005  pid.a4.maxerror
    34  float IN              0  pid.a4.maxerrorD
    34  float IN              0  pid.a4.maxerrorI
    34  float IN              0  pid.a4.maxoutput
    34  float OUT             0  pid.a4.output ==> a4-output
    34  bit   OUT         FALSE  pid.a4.saturated
    34  s32   OUT             0  pid.a4.saturated-count
    34  float OUT             0  pid.a4.saturated-s
    34  float IN              0  pid.a5.Dgain
    34  float IN              1  pid.a5.FF0
    34  float IN              0  pid.a5.FF1
    34  float IN              0  pid.a5.FF2
    34  float IN              0  pid.a5.FF3
    34  float IN              0  pid.a5.Igain
    34  float IN              5  pid.a5.Pgain
    34  float IN              0  pid.a5.bias
    34  float IN       -92.1569  pid.a5.command <== a5-pos-cmd
    34  float IN              0  pid.a5.command-deriv <== a5-vel-cmd
    34  float IN              0  pid.a5.deadband
    34  s32   OUT           166  pid.a5.do-pid-calcs.time
    34  bit   IN          FALSE  pid.a5.enable <== a5-enable
    34  float OUT             0  pid.a5.error
    34  bit   IN           TRUE  pid.a5.error-previous-target
    34  float IN       -92.1569  pid.a5.feedback <== a5-pos-fb
    34  float IN              0  pid.a5.feedback-deriv <== a5-vel-fb
    34  bit   IN          FALSE  pid.a5.index-enable <== a5-index-enable
    34  float IN              0  pid.a5.maxcmdD
    34  float IN              0  pid.a5.maxcmdDD
    34  float IN              0  pid.a5.maxcmdDDD
    34  float IN         0.0005  pid.a5.maxerror
    34  float IN              0  pid.a5.maxerrorD
    34  float IN              0  pid.a5.maxerrorI
    34  float IN              0  pid.a5.maxoutput
    34  float OUT             0  pid.a5.output ==> a5-output
    34  bit   OUT         FALSE  pid.a5.saturated
    34  s32   OUT             0  pid.a5.saturated-count
    34  float OUT             0  pid.a5.saturated-s
    34  float IN              0  pid.a6.Dgain
    34  float IN              1  pid.a6.FF0
    34  float IN              0  pid.a6.FF1
    34  float IN              0  pid.a6.FF2
    34  float IN              0  pid.a6.FF3
    34  float IN              0  pid.a6.Igain
    34  float IN              5  pid.a6.Pgain
    34  float IN              0  pid.a6.bias
    34  float IN      -6.059483  pid.a6.command <== a6-pos-cmd
    34  float IN              0  pid.a6.command-deriv <== a6-vel-cmd
    34  float IN              0  pid.a6.deadband
    34  s32   OUT           167  pid.a6.do-pid-calcs.time
    34  bit   IN          FALSE  pid.a6.enable <== a6-enable
    34  float OUT             0  pid.a6.error
    34  bit   IN           TRUE  pid.a6.error-previous-target
    34  float IN      -6.059483  pid.a6.feedback <== a6-pos-fb
    34  float IN              0  pid.a6.feedback-deriv <== a6-vel-fb
    34  bit   IN          FALSE  pid.a6.index-enable <== a6-index-enable
    34  float IN              0  pid.a6.maxcmdD
    34  float IN              0  pid.a6.maxcmdDD
    34  float IN              0  pid.a6.maxcmdDDD
    34  float IN         0.0005  pid.a6.maxerror
    34  float IN              0  pid.a6.maxerrorD
    34  float IN              0  pid.a6.maxerrorI
    34  float IN              0  pid.a6.maxoutput
    34  float OUT             0  pid.a6.output ==> a6-output
    34  bit   OUT         FALSE  pid.a6.saturated
    34  s32   OUT             0  pid.a6.saturated-count
    34  float OUT             0  pid.a6.saturated-s
    49  float IN              0  pyvcp.joint.0.pos-fb
    49  float IN              0  pyvcp.joint.1.pos-fb
    49  float IN              0  pyvcp.joint.2.pos-fb
    49  float IN              0  pyvcp.joint.3.pos-fb
    49  float IN              0  pyvcp.joint.4.pos-fb
    49  float IN              0  pyvcp.joint.5.pos-fb
    31  s32   OUT         45092  servo-thread.time
    30  bit   IN          FALSE  spindle.0.amp-fault-in
    30  bit   IN           TRUE  spindle.0.at-speed
    30  bit   OUT          TRUE  spindle.0.brake
    30  bit   OUT         FALSE  spindle.0.forward
    30  bit   I/O         FALSE  spindle.0.index-enable
    30  bit   IN          FALSE  spindle.0.inhibit
    30  bit   IN          FALSE  spindle.0.is-oriented
    30  bit   OUT         FALSE  spindle.0.locked
    30  bit   OUT         FALSE  spindle.0.on
    30  bit   OUT         FALSE  spindle.0.orient
    30  float OUT             0  spindle.0.orient-angle
    30  s32   IN              0  spindle.0.orient-fault
    30  s32   OUT             0  spindle.0.orient-mode
    30  bit   OUT         FALSE  spindle.0.reverse
    30  float IN              0  spindle.0.revs
    30  float OUT             0  spindle.0.speed-cmd-rps
    30  float IN              0  spindle.0.speed-in
    30  float OUT             0  spindle.0.speed-out
    30  float OUT             0  spindle.0.speed-out-abs
    30  float OUT             0  spindle.0.speed-out-rps
    30  float OUT             0  spindle.0.speed-out-rps-abs
    27  s32   I/O             0  userk.fct
    27  s32   I/O             0  userk.ict
